frame_index,detection_index,x1,y1,x2,y2,cat_confidence,orange_prob,goblin_prob,pred_label,pred_confidence
1206,0,649,608,854,759,0.710285,0.997083,0.002917,orange,0.997083
1206,1,717,607,854,757,0.150262,0.999939,0.000061,orange,0.999939
1209,0,649,608,854,759,0.715183,0.997055,0.002945,orange,0.997055
1209,1,717,607,854,757,0.145756,0.999939,0.000061,orange,0.999939
1212,0,652,606,855,759,0.835001,0.995991,0.004009,orange,0.995991
1215,0,653,607,854,759,0.840560,0.984780,0.015220,orange,0.984780
1218,0,654,607,855,758,0.860127,0.997954,0.002046,orange,0.997954
1221,0,653,607,855,758,0.838844,0.992669,0.007331,orange,0.992669
1224,0,653,606,855,757,0.886304,0.990240,0.009760,orange,0.990240
1227,0,652,606,855,758,0.884848,0.996938,0.003062,orange,0.996938
1230,0,652,606,855,757,0.890695,0.996340,0.003660,orange,0.996340
1233,0,652,606,855,757,0.888589,0.996154,0.003846,orange,0.996154
1236,0,652,606,855,757,0.889011,0.995622,0.004378,orange,0.995622
1239,0,652,606,855,757,0.890225,0.995578,0.004422,orange,0.995578
1242,0,653,606,855,757,0.887255,0.990676,0.009324,orange,0.990676
1245,0,653,606,855,757,0.890486,0.990736,0.009264,orange,0.990736
1248,0,654,606,855,757,0.882998,0.995944,0.004056,orange,0.995944
1251,0,654,606,855,757,0.882508,0.995925,0.004075,orange,0.995925
1254,0,654,606,855,757,0.870570,0.996168,0.003832,orange,0.996168
1257,0,655,606,855,756,0.878333,0.993429,0.006571,orange,0.993429
1260,0,654,606,855,757,0.879389,0.996161,0.003839,orange,0.996161
1263,0,654,606,855,757,0.877661,0.996208,0.003792,orange,0.996208
1266,0,655,607,855,758,0.871734,0.994835,0.005165,orange,0.994835
1269,0,655,607,855,758,0.857659,0.994606,0.005394,orange,0.994606
1272,0,655,607,855,757,0.867408,0.994452,0.005548,orange,0.994452
1275,0,654,607,855,758,0.871685,0.998370,0.001630,orange,0.998370
1278,0,655,607,855,758,0.859173,0.994129,0.005871,orange,0.994129
1281,0,655,607,855,758,0.871805,0.994218,0.005782,orange,0.994218
1284,0,654,607,855,758,0.865649,0.998354,0.001646,orange,0.998354
1287,0,654,607,855,758,0.865481,0.998322,0.001678,orange,0.998322
1290,0,655,607,855,758,0.875801,0.994763,0.005237,orange,0.994763
1293,0,655,607,855,758,0.873479,0.994702,0.005298,orange,0.994702
1296,0,653,607,855,759,0.744582,0.991934,0.008066,orange,0.991934
1296,1,716,607,855,758,0.083238,0.999959,0.000040,orange,0.999959
1299,0,653,607,856,759,0.740439,0.993765,0.006235,orange,0.993765
1299,1,716,606,856,757,0.135463,0.999869,0.000131,orange,0.999869
1302,0,654,608,855,759,0.771987,0.998347,0.001653,orange,0.998347
1305,0,654,608,855,759,0.765555,0.998327,0.001673,orange,0.998327
1308,0,651,608,855,759,0.779237,0.999630,0.000370,orange,0.999630
1311,0,652,608,855,759,0.767803,0.996693,0.003307,orange,0.996693
1311,1,716,607,854,758,0.085346,0.999975,0.000025,orange,0.999975
1314,0,654,610,856,758,0.776395,0.999005,0.000995,orange,0.999005
1314,1,717,610,856,757,0.080269,0.999993,0.000007,orange,0.999993
1317,0,653,610,856,758,0.732797,0.997613,0.002387,orange,0.997613
1317,1,716,610,856,757,0.111999,0.999992,0.000008,orange,0.999992
1320,0,715,626,865,757,0.671706,1.000000,0.000000,orange,1.000000
1323,0,715,626,865,757,0.675962,1.000000,0.000000,orange,1.000000
1326,0,715,628,866,757,0.716603,1.000000,0.000000,orange,1.000000
1326,1,640,629,867,762,0.156388,0.999982,0.000018,orange,0.999982
1329,0,715,628,866,757,0.771916,1.000000,0.000000,orange,1.000000
1329,1,649,628,867,761,0.140962,0.999905,0.000095,orange,0.999905
1332,0,714,629,871,757,0.710811,1.000000,0.000000,orange,1.000000
1335,0,714,629,871,757,0.751090,1.000000,0.000000,orange,1.000000
1338,0,714,629,871,757,0.763565,1.000000,0.000000,orange,1.000000
1341,0,714,629,871,757,0.786647,1.000000,0.000000,orange,1.000000
1344,0,715,630,872,757,0.846125,1.000000,0.000000,orange,1.000000
1347,0,715,630,872,757,0.845083,1.000000,0.000000,orange,1.000000
1350,0,638,621,873,759,0.782378,1.000000,0.000000,orange,1.000000
1353,0,638,621,873,759,0.783480,1.000000,0.000000,orange,1.000000
1356,0,638,622,872,759,0.867490,1.000000,0.000000,orange,1.000000
1359,0,638,622,872,759,0.868376,1.000000,0.000000,orange,1.000000
1362,0,637,622,872,759,0.893773,0.999999,0.000001,orange,0.999999
1365,0,637,621,872,759,0.899024,1.000000,0.000000,orange,1.000000
1368,0,637,622,872,759,0.885007,1.000000,0.000000,orange,1.000000
1371,0,637,622,871,759,0.867501,1.000000,0.000001,orange,1.000000
1374,0,637,622,872,759,0.901041,1.000000,0.000000,orange,1.000000
1377,0,637,622,872,759,0.899403,1.000000,0.000000,orange,1.000000
1380,0,637,622,873,759,0.914712,1.000000,0.000000,orange,1.000000
1383,0,637,622,873,759,0.914714,1.000000,0.000000,orange,1.000000
1386,0,637,624,872,759,0.913850,1.000000,0.000000,orange,1.000000
1389,0,637,624,872,759,0.916258,1.000000,0.000000,orange,1.000000
1392,0,637,624,874,759,0.916666,1.000000,0.000000,orange,1.000000
1395,0,637,624,874,759,0.913703,1.000000,0.000000,orange,1.000000
1398,0,636,624,872,759,0.903655,1.000000,0.000000,orange,1.000000
1401,0,636,624,872,759,0.902912,1.000000,0.000000,orange,1.000000
1404,0,637,625,874,758,0.905942,1.000000,0.000000,orange,1.000000
1407,0,637,625,874,758,0.902427,1.000000,0.000000,orange,1.000000
1410,0,637,624,874,758,0.903649,1.000000,0.000000,orange,1.000000
1413,0,637,625,874,758,0.906060,1.000000,0.000000,orange,1.000000
1416,0,637,625,874,758,0.911736,1.000000,0.000000,orange,1.000000
1419,0,637,625,874,758,0.909142,1.000000,0.000000,orange,1.000000
1422,0,637,625,875,758,0.897856,1.000000,0.000000,orange,1.000000
1425,0,637,625,874,758,0.900571,1.000000,0.000000,orange,1.000000
1428,0,637,625,873,758,0.892536,1.000000,0.000000,orange,1.000000
1431,0,636,624,873,759,0.892422,1.000000,0.000000,orange,1.000000
1434,0,637,625,873,758,0.889276,1.000000,0.000000,orange,1.000000
1437,0,637,625,873,758,0.886473,1.000000,0.000000,orange,1.000000
1440,0,637,624,873,759,0.896951,1.000000,0.000000,orange,1.000000
1443,0,637,624,873,759,0.894466,1.000000,0.000000,orange,1.000000
1446,0,637,625,875,758,0.917398,1.000000,0.000000,orange,1.000000
1449,0,637,625,875,759,0.917986,1.000000,0.000000,orange,1.000000
1452,0,637,625,874,759,0.895396,1.000000,0.000000,orange,1.000000
1455,0,637,625,875,759,0.902512,1.000000,0.000000,orange,1.000000
1458,0,637,625,875,759,0.932601,1.000000,0.000000,orange,1.000000
1461,0,637,625,875,759,0.931868,1.000000,0.000000,orange,1.000000
1464,0,637,625,875,759,0.931134,1.000000,0.000000,orange,1.000000
1467,0,637,625,875,759,0.931495,1.000000,0.000000,orange,1.000000
1470,0,637,625,874,759,0.929663,1.000000,0.000000,orange,1.000000
1473,0,637,625,874,759,0.928927,1.000000,0.000000,orange,1.000000
1476,0,637,625,874,759,0.927463,1.000000,0.000000,orange,1.000000
1479,0,637,625,874,759,0.926111,1.000000,0.000000,orange,1.000000
1482,0,637,626,874,759,0.926397,1.000000,0.000000,orange,1.000000
1485,0,637,626,874,759,0.926192,1.000000,0.000000,orange,1.000000
1488,0,637,626,874,759,0.929906,1.000000,0.000000,orange,1.000000
1491,0,637,626,874,759,0.929468,1.000000,0.000000,orange,1.000000
1494,0,637,626,873,759,0.921006,1.000000,0.000000,orange,1.000000
1497,0,637,626,873,759,0.918529,1.000000,0.000000,orange,1.000000
1500,0,637,626,873,759,0.908835,1.000000,0.000000,orange,1.000000
1503,0,637,626,873,759,0.908797,1.000000,0.000000,orange,1.000000
1506,0,637,626,873,759,0.901984,1.000000,0.000000,orange,1.000000
1509,0,637,626,873,759,0.901598,1.000000,0.000000,orange,1.000000
1512,0,638,626,874,759,0.917648,1.000000,0.000000,orange,1.000000
1515,0,638,626,874,759,0.918551,1.000000,0.000000,orange,1.000000
1518,0,638,626,874,759,0.918332,1.000000,0.000000,orange,1.000000
1521,0,638,626,875,759,0.917899,1.000000,0.000000,orange,1.000000
1524,0,638,626,875,759,0.913402,1.000000,0.000000,orange,1.000000
1527,0,638,626,875,759,0.910386,1.000000,0.000000,orange,1.000000
1530,0,638,626,875,759,0.911112,1.000000,0.000000,orange,1.000000
1533,0,638,626,875,759,0.911359,1.000000,0.000000,orange,1.000000
1536,0,637,626,873,759,0.917024,1.000000,0.000000,orange,1.000000
1539,0,638,626,873,759,0.914531,1.000000,0.000000,orange,1.000000
1542,0,637,626,873,759,0.915357,1.000000,0.000000,orange,1.000000
1545,0,637,626,873,759,0.911815,1.000000,0.000000,orange,1.000000
1548,0,637,626,873,759,0.922628,1.000000,0.000000,orange,1.000000
1551,0,637,626,873,759,0.921545,1.000000,0.000000,orange,1.000000
1554,0,637,626,874,758,0.911705,1.000000,0.000000,orange,1.000000
1557,0,637,626,873,759,0.918267,1.000000,0.000000,orange,1.000000
1560,0,638,626,872,758,0.881830,1.000000,0.000000,orange,1.000000
1563,0,638,626,873,758,0.881467,1.000000,0.000000,orange,1.000000
1566,0,638,626,874,758,0.819641,1.000000,0.000000,orange,1.000000
1569,0,638,626,874,758,0.827678,1.000000,0.000000,orange,1.000000
1572,0,638,626,874,758,0.868031,1.000000,0.000000,orange,1.000000
1575,0,638,626,874,758,0.870861,1.000000,0.000000,orange,1.000000
1578,0,638,626,874,758,0.886526,1.000000,0.000000,orange,1.000000
1581,0,639,626,873,758,0.880140,1.000000,0.000000,orange,1.000000
1584,0,638,626,874,758,0.859897,1.000000,0.000000,orange,1.000000
1587,0,638,626,874,758,0.864465,1.000000,0.000000,orange,1.000000
1590,0,638,626,874,758,0.872265,1.000000,0.000000,orange,1.000000
1593,0,638,626,874,758,0.869632,1.000000,0.000000,orange,1.000000
1596,0,638,626,873,758,0.884696,1.000000,0.000000,orange,1.000000
1599,0,638,626,874,758,0.882052,1.000000,0.000000,orange,1.000000
1602,0,638,625,873,759,0.881794,1.000000,0.000000,orange,1.000000
1605,0,638,625,873,759,0.881064,1.000000,0.000000,orange,1.000000
1608,0,638,626,873,758,0.889102,1.000000,0.000000,orange,1.000000
1611,0,638,626,873,758,0.891431,1.000000,0.000000,orange,1.000000
1614,0,638,626,874,759,0.883915,1.000000,0.000000,orange,1.000000
1617,0,638,626,874,759,0.884077,1.000000,0.000000,orange,1.000000
1620,0,638,626,875,759,0.906045,1.000000,0.000000,orange,1.000000
1623,0,638,626,874,759,0.887703,1.000000,0.000000,orange,1.000000
